sample_id,batch_id,reference_measurement_1,reference_measurement_2,reference_measurement_3,reference_measurement_4,reference_measurement_5,reference_measurement_6,phenotype_outcome
B01_S01,batch_01,-1.033999200046321,-0.4129682001573501,-1.0456910916510915,-1.748003201536912,-0.6301547800508138,0.23264936079702586,0
B01_S02,batch_01,0.5812457256602146,1.8743131323461621,-1.4843778256193993,0.7294455175888561,-1.694543864908398,-0.422478549320885,0
B01_S03,batch_01,1.0655956385008112,0.7331947351709128,-0.14431471681043806,0.4533907024936523,-0.5383669704197304,0.334707916549752,0
B01_S04,batch_01,-1.8507220391123762,-2.1029522532623406,0.6629448935301081,-0.21238634380462884,-1.166380116662474,-1.0085397315839555,0
B01_S05,batch_01,-1.5174172133253179,-0.8555578177603576,-1.3173993787669276,0.15219305882826184,-0.3382463345642326,-1.9449181328430243,0
B01_S06,batch_01,0.5494346173485298,0.18847465989597184,-0.8189865616141015,-0.4025057984721664,-0.49848845795859054,-1.1233719741376922,1
B01_S07,batch_01,0.5865496674948696,0.42800534838188126,-1.6765762408809999,-1.9856275512149109,0.2870911406213178,-0.05732713808110301,0
B01_S08,batch_01,-1.3366887094081374,0.08519333907600335,-2.0727180986848275,-1.2982459843729401,-0.6899670469215164,1.0111399136654613,0
B01_S09,batch_01,-1.4242074533360574,0.5982368369031844,-0.12138458801217777,-2.376379146911044,-0.04752780048170113,0.7451656084969578,0
B01_S10,batch_01,-0.12011861990358585,0.8747643696097943,-0.16890500444953027,-0.9712484528283953,-0.9136336305070514,-0.10388217669595406,0
B01_S11,batch_01,-0.5532764440484371,-0.7212471144550059,-0.2675987818766994,-0.10387696725091955,0.30976350300817557,-0.7801940030868965,1
B01_S12,batch_01,2.0099558313592767,-0.732556453441066,-0.5804469090183018,-0.3068623944042619,-2.6372095067562977,-0.782188621895051,1
B01_S13,batch_01,-0.8634304707005864,-1.3348893949444538,-1.4523418268533304,-1.11095632476842,-1.0581860679945947,0.698788765190949,0
B01_S14,batch_01,0.2659492171186803,0.4234335889745924,-1.0357377343127128,-1.0919480385416414,0.1324734256270621,0.2680981633522313,1
B01_S15,batch_01,-1.131118599486859,0.41053941187784043,-0.9923092533208977,-0.7916230916425329,0.09373777479980405,1.2229163982873394,0
B01_S16,batch_01,-1.1187916853114344,1.0161752774591488,-0.4503380705745121,0.7357046165679169,0.24877793811144078,-0.16648253660784235,0
B01_S17,batch_01,1.7888168991194664,-0.3507322169339411,-0.8068327767965838,-2.276242967261981,-1.0068877387365571,-0.13384059194704417,1
B01_S18,batch_01,-0.06340894923233747,-1.2790176102097428,-1.1680513442967269,-0.89232078925555,-0.6443913329399878,1.1217991622504853,0
B02_S01,batch_02,-0.3823266723949026,0.053318095469695875,-0.7358354214164834,-1.5804609066201427,0.5844024925552823,2.148670642168098,0
B02_S02,batch_02,-0.8671950410914315,0.5734552422348878,-0.8552228796215812,-2.2833727220409044,1.270283109584374,1.7043059447712918,0
B02_S03,batch_02,0.5929311724332791,0.3906393422667102,-0.9127240098366607,-0.16660235832191667,-0.9016342587375388,0.5727893537043536,0
B02_S04,batch_02,1.1612349820067882,0.6266398138519134,-0.9399271249290712,-0.5512060849417276,1.7883346308832349,1.153610381875989,0
B02_S05,batch_02,-1.9303057370702776,0.7949269365225813,-2.02038906484763,0.027298673506248594,1.013516571543767,-2.002152016855331,0
B02_S06,batch_02,2.3987456066220414,0.10922766004400206,0.8336331253680452,-1.758959546987123,-0.7496775830526797,1.2488747952919173,1
B02_S07,batch_02,2.0039923682603855,1.491832203231691,-1.548915361698517,-0.03547632501428383,1.3773777359216803,1.553049198431547,1
B02_S08,batch_02,0.2921529319797146,-0.2519134139553023,-0.11897104410330306,-1.8281237882913595,0.3735827281479388,1.3947556323935437,0
B02_S09,batch_02,-0.07296090167247837,1.73710325861424,-1.5973608796736265,-0.39401556821804457,0.2532423847496428,1.1738085755961383,0
B02_S10,batch_02,0.8696215131407833,-0.9674104997925898,-2.4836316871183937,1.8769961323732738,2.0664634374291424,-0.7701156089134367,1
B02_S11,batch_02,-0.3493252860618684,0.27318181532091323,-0.6733500147744309,-0.8767568582982421,1.6655845589572889,-0.25411844545460394,0
B02_S12,batch_02,0.6091401733764641,1.5748786981968443,-3.6638855233915684,0.17820545773691565,0.27890300747544716,1.534925586105719,0
B02_S13,batch_02,-0.08674679800537355,1.2171247172156932,-0.6999338279059176,-0.5252518022435729,-0.36482204545460717,-0.17104198192385878,0
B02_S14,batch_02,-0.32482030226996705,0.11787090750609128,-0.2701305369663435,-1.8487703161632483,-0.31682021119949955,-0.06071758257987636,0
B02_S15,batch_02,-0.06730298470738033,-0.197804665659835,-2.0572599755772054,-0.7488547070494918,0.1767151385025292,0.9433266315617332,0
B02_S16,batch_02,0.01589542689714174,0.6702680509848171,-0.8040685765708986,-2.037392534145,-0.6192272764826346,0.8678239662991883,0
B02_S17,batch_02,1.9124040901836987,0.3163212714350199,-1.9833394846021726,-1.23574685589851,0.3230983503928592,-0.05588681647314364,1
B02_S18,batch_02,-0.18524440817281906,0.34138096236068394,-0.5333750097307193,-0.48641773525975757,1.467573122863029,-1.0993931375770079,0
B03_S01,batch_03,0.489958994441865,0.9312175761150465,-1.8342845512965549,0.7986104190883595,-0.6680835397674448,-0.805258019289901,0
B03_S02,batch_03,0.923890217938613,-1.0443714460776485,0.36199709213343945,1.320452180573164,1.7872653006480927,0.6755010129452279,1
B03_S03,batch_03,-0.5700937728116974,-0.9629072183968862,-0.7452408983556671,-0.538746475144451,0.08085780474551119,1.9325341702376038,1
B03_S04,batch_03,0.3008316330915784,0.05201346626766441,0.24427671786044247,-0.20654758407726057,-1.668237891828229,0.06013907321553147,1
B03_S05,batch_03,0.8592172330161578,0.8608648065650744,-1.8596028418392747,-1.6287146603765272,-0.19316512730497948,0.35355558557908756,0
B03_S06,batch_03,0.7088443632248107,-0.7251944466483952,-1.8011059204822464,-1.190074480598089,1.6443989872133389,-0.5162865941743742,0
B03_S07,batch_03,-0.9484925522025521,0.1238260492646751,-0.15646654760871376,-0.7679157866993671,1.458058681225515,1.4446305339013505,0
B03_S08,batch_03,0.4086586481335351,-0.22650243853997953,-0.9592622341808767,1.113843544992632,0.37752391044957223,0.26035884774214657,1
B03_S09,batch_03,-0.16761222665213446,0.2584442747945336,-0.6526622288400754,0.7825972570190979,-0.03029989182780146,0.33478819300202195,0
B03_S10,batch_03,-1.6359186266044745,0.6921575983857939,-1.7908692811314488,-0.12793478396376054,2.211340650888494,-0.13353936789127813,0
B03_S11,batch_03,1.7661061226231434,-0.18517969154062078,0.7121568880176945,-0.24362764350886265,1.0434197283960485,-0.30757774998758663,1
B03_S12,batch_03,-0.09004688224266251,0.7249395677205221,-1.704456847312465,-1.3529897690586856,1.3791078643527757,0.9547134103907302,0
B03_S13,batch_03,-0.8622799650696722,0.6364205874636659,-0.19257936635037753,-1.8970713676430044,-0.5872308252736232,1.1203628307644566,0
B03_S14,batch_03,1.233144136830427,1.7741862360658638,-1.425024968424117,1.6458079123586593,0.15603211211977652,0.3562962139843567,0
B03_S15,batch_03,1.5625812785879438,0.15241563628139748,-0.15118646909182215,-1.0977309115883958,1.8579373898377636,1.28248652948799,1
B03_S16,batch_03,-1.412338034177615,0.7992900247119662,0.2484435882796302,0.9220575842799675,-1.5322991987560974,1.1631825238950668,0
B03_S17,batch_03,0.048676530787699956,-0.1220442155405965,-1.6991361770495912,0.36234265332051785,2.9975034702367696,1.9436123583186287,1
B03_S18,batch_03,0.7881008319642012,0.09856963938297482,-0.999882176152566,-0.6390392931707487,0.9370051750063362,-0.6236423053138205,0
B04_S01,batch_04,-0.6816057526844443,-0.34937721768646346,1.5629744053716543,0.5107771599025636,0.6626246347586138,0.10700080972552228,1
B04_S02,batch_04,-0.3693371245584217,0.8748017738880975,-0.5203206826846685,2.1743342644394734,-0.4689937000166129,-0.6069581516596034,0
B04_S03,batch_04,-1.5712695839715707,-0.014359629922901185,-1.2987730339559806,0.15557563326807688,-1.3414219033599488,-0.34492025435472295,0
B04_S04,batch_04,-1.6745735909456054,1.974570386563485,-1.2216824195417952,0.8248705983775633,-0.9784641795880868,-0.12311455338290844,0
B04_S05,batch_04,-0.9518707146532402,-1.856542335139989,-0.1947224579108334,1.052501083320082,-0.7725013675007818,-0.8195186221106467,0
B04_S06,batch_04,-0.48927493034419056,0.6173738292010466,-0.8125918149218102,0.03480014429175904,-0.2565141350498025,-1.5095403513623697,0
B04_S07,batch_04,0.3030477104176802,-0.19404225067114717,0.5609913876503889,1.5175179449676406,-0.22606808026744474,-1.9408822207961292,1
B04_S08,batch_04,-1.8429196176496716,-0.7712466767167774,0.9221738918888149,1.910521752631776,0.6265925254707616,-0.5890035498913981,0
B04_S09,batch_04,-0.7851377917070959,-0.10528337615517991,1.3571956451403353,1.276032309138785,0.3844447920231766,-0.20676070614891084,1
B04_S10,batch_04,-1.262010138188033,0.5221014219040667,-0.15234608796438706,0.9194668170399413,-0.7379762891646436,-2.792351282308958,0
B04_S11,batch_04,-0.16706731432584054,-1.7218227292710029,0.9360856081634669,2.3582157395924876,-0.13310223526141135,1.0461746208906255,1
B04_S12,batch_04,-1.0758971620478568,-1.3675471872997966,-0.6172044935749779,1.1944685394686965,-2.2403855015004472,-0.13759245792749353,0
B04_S13,batch_04,-2.814701810772687,-1.4169051855273438,1.0768047896376018,1.4903675932004696,-1.887268151464346,-1.0945294050952739,0
B04_S14,batch_04,-0.6868723312337706,-1.114433054580904,-0.946603320149597,1.2754628964033827,-0.8863160196749595,-0.5830603728141126,0
B04_S15,batch_04,0.08640779948396149,-1.862783008183288,1.1623621483850939,1.9361725105185958,-0.7919864857971894,0.2349014770291168,1
B04_S16,batch_04,-0.40042850424354176,-0.08033451934240843,0.7919121448876666,-0.9224121007011672,-0.30718701279417604,-1.545861939945321,0
B04_S17,batch_04,-2.4012331459138028,-0.4212244896329037,-1.220316976717498,1.3825231100093418,-0.6946221458674324,-0.673843416456432,0
B04_S18,batch_04,-1.9926338577444116,0.40757552894860793,-0.8163769953140475,-0.05825748490732363,-0.2924365011514334,-0.4991460375333502,0
B05_S01,batch_05,0.40842275150018287,-0.5224023397316457,-0.11800945059647994,-0.38651988633871764,-2.1245327936489464,-0.5422152945963605,1
B05_S02,batch_05,-1.2133980079888256,1.1846450316578223,-2.0197870942954066,-1.3387907465672952,0.07689043609951665,0.6768505437103833,0
B05_S03,batch_05,0.6120896855254069,0.08975301486876082,-0.2364274338879587,0.04424536520187805,1.4472657040181884,-0.9790117210733201,0
B05_S04,batch_05,-0.24300206593670948,0.03526441773752664,1.362086170471636,-0.21931706993617933,2.224714251672392,0.09250624025919396,1
B05_S05,batch_05,1.7031970680645252,-1.044721646091415,1.2845563470640502,-0.7920150652425607,-1.1810128691786101,-0.42552731122899434,1
B05_S06,batch_05,0.5043358682235419,-1.3627206352849295,0.994730986121707,-0.6286525848733208,-1.239031903990263,0.2987428006033161,1
B05_S07,batch_05,1.1718501616639978,-0.447658750226693,-0.7589731357259021,-0.5910790859392961,-0.38082463015250634,0.2642775111562501,1
B05_S08,batch_05,0.07244463759708841,0.6483263874763951,-0.567888016319304,-1.7542009990768688,0.2726907208206547,-1.4240010956145572,0
B05_S09,batch_05,0.23457462677239344,0.2504838969365825,0.9158234338703999,-0.6112439319477563,-0.7881187075550505,-0.803198851907629,1
B05_S10,batch_05,1.5283928030321394,1.9784223369892735,-1.1271909013215957,0.7664664383793788,-0.4874059557181738,0.2954929387977744,0
B05_S11,batch_05,0.03732168308915623,-0.5952576686788639,0.2577784293148765,-1.5952349829339052,-0.056754387849757115,0.694580591691144,1
B05_S12,batch_05,0.5840208764882698,2.5164744112298654,-0.755800109703257,0.7079826368851788,-0.6370218095707078,0.39979415269733104,0
B05_S13,batch_05,1.933236983396387,-0.3473493282713179,0.43173836000861365,-0.147796877164019,-0.1661631268788134,-1.00902869164555,1
B05_S14,batch_05,-1.5068559728844428,1.4121519370754498,-0.5159406837474966,-0.7148518981902333,-1.748725251410646,0.9818744744179986,0
B05_S15,batch_05,0.3194413488550268,0.2945425835433759,-0.734796901324666,-0.3257774065535761,0.37210930319534163,0.7233501181594874,0
B05_S16,batch_05,0.38769210802874765,-0.7241341199980638,0.6193255232356984,0.1328161604134378,-0.6911226384148558,-0.04346979991147319,1
B05_S17,batch_05,-0.12521832989959158,0.6038761728148749,-0.7255150100391097,-2.2786745899849,-0.19594170755428586,-0.11453564449456456,0
B05_S18,batch_05,0.934782724941287,2.7450367706695826,0.9360173230289534,-1.2557590448209057,-0.9225815909851935,-1.7965208710548297,1
B06_S01,batch_06,0.381327320832643,0.3263529899711612,-0.02409577455444009,-0.4486089798461624,0.6022544678741905,0.01852524648287375,0
B06_S02,batch_06,-1.9598778984946752,0.44918255892205833,0.30012133784630596,-1.9918249031313175,0.9927088654190719,0.5969910294429931,0
B06_S03,batch_06,-0.8584354629958586,0.11387228560825992,1.4702616960841084,0.0013649191487548062,0.27675989578044324,0.1767767240416683,1
B06_S04,batch_06,-2.6970846445706136,1.3451283683577617,-0.5921876153963403,-0.25579929237526716,-1.0022597417084722,-2.062205404368395,0
B06_S05,batch_06,-2.428061460444906,-0.08932062265679888,-1.2865881951218947,-0.28179372026382704,-0.27741033554117767,1.7118492346481489,0
